selection_rank,appid,name,total_ratings_pos_neg,positive_ratio,steamspy_owners,v005_split,v005_model,llm6_model_used,corpus_label_12,is_core_strict_12,is_core_broad_12,is_core_maybe_12,is_review_pool_12,is_missing_llm_result,llm6_has_clear_main_protagonist,llm6_protagonist_name,llm6_protagonist_type,llm6_protagonist_confidence_0_3,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,primary_archetype_12_is_valid,original_shadow_antihero_present,original_primary_was_shadow_antihero,llm6_shadow_load_0_3,shadow_load_category,archetype_12_correction_method,llm6_primary_archetype,llm6_secondary_archetype,llm6_tertiary_archetype,llm6_archetype_confidence_0_3,llm6_archetype_suitability_0_3,llm6_player_projection_0_3,llm6_narrative_complexity_0_3,llm6_suggested_include_in_final_corpus,llm6_needs_manual_review,needs_manual_review_12,llm6_evidence_basis,llm6_exclusion_reason,llm6_note,rank_bin_5000,available_terms_for_later_inspection,control_protagonist,llm6_custom_id,llm6_split_label,llm6_part_no,llm6_source_output_file
46635,1580600,Hunted: Kobayashi Tower,17,1.0,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,fixed_named_single,2.0,Hero/Warrior,Sage/Investigator,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Hero/Warrior,Shadow/Antihero,Sage/Investigator,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,insufficient_information,Tower survival action protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46636,1581440,QUADRICOLOR: Ultra Sentai Color Ranger,17,1.0,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,fixed_named_single,2.0,Hero/Warrior,Ruler/Leader,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Jester/Trickster,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,insufficient_information,Sentai ranger hero ensemble,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46640,1588510,Gaslamp Cases: The deadly Machine,17,0.7647058823529411,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,fixed_named_single,2.0,Sage/Investigator,Magician/Transformer,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Sage/Investigator,Magician/Transformer,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,insufficient_information,Detective case with machine mystery,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46647,1605930,Babol the Walking Box,17,0.5882352941176471,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,silent_fixed_protagonist,2.0,Everyman/Orphan,Jester/Trickster,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Jester/Trickster,Explorer/Seeker,2.0,1.0,2.0,1.0,yes,False,False,general_knowledge,insufficient_information,Walking box platformer,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46648,1606490,Alive Cursor,17,0.5882352941176471,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,silent_fixed_protagonist,2.0,Jester/Trickster,Creator/Artist,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Creator/Artist,Everyman/Orphan,2.0,1.0,2.0,1.0,yes,False,False,general_knowledge,insufficient_information,Cursor-controlled humor game,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46650,1610670,Detective VR: NFT secret Files,17,0.4117647058823529,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,fixed_named_single,2.0,Sage/Investigator,Rebel/Outlaw,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Sage/Investigator,Rebel/Outlaw,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,insufficient_information,Detective VR file investigation,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46706,1789670,Me and my eldritch parasite,17,1.0,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Me and my eldritch parasite,fixed_named_single,2.0,Magician/Transformer,Everyman/Orphan,Uncertain,True,True,True,3.0,high,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Magician/Transformer,Everyman/Orphan,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Named protagonist with parasitic horror,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0015-ranks-46701-46750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46707,1790330,The Spanish Privateer,17,0.8823529411764706,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,The Spanish Privateer,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Ruler/Leader,True,False,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Hero/Warrior,Ruler/Leader,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,"Privateer captain, swashbuckling lead",45001-50000,,,steam-v006-rest54mini-part_010-chunk-0015-ranks-46701-46750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46714,1812340,Enigmarella,17,0.8823529411764706,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Enigmarella,fixed_named_single,2.0,Sage/Investigator,Explorer/Seeker,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Jester/Trickster,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Riddle/puzzle-focused named lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0015-ranks-46701-46750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46724,1819660,Eyes Over Us,17,0.7647058823529411,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Eyes Over Us,fixed_named_single,2.0,Magician/Transformer,Explorer/Seeker,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Magician/Transformer,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Likely horror lead from title,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0015-ranks-46701-46750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46740,1879040,Mycosis,17,0.9411764705882352,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Mycosis,fixed_named_single,2.0,Magician/Transformer,Everyman/Orphan,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Magician/Transformer,Everyman/Orphan,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,insufficient_information,Fungal horror suggests fixed lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0015-ranks-46701-46750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46741,1881160,Covid Carl,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Covid Carl,fixed_named_single,3.0,Everyman/Orphan,Caregiver/Guardian,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Caregiver/Guardian,Jester/Trickster,3.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Named character protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0015-ranks-46701-46750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46744,1886270,Juno 06,17,1.0,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Juno 06,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Named sci-fi lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0015-ranks-46701-46750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46801,2069410,Road Draftsman,17,0.7058823529411765,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Draftsman,fixed_named_single,2.0,Creator/Artist,Explorer/Seeker,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Explorer/Seeker,Sage/Investigator,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Map/road drawing role,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46802,2069420,Fossil Finder,17,0.5882352941176471,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Fossil Finder,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Creator/Artist,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Searches for fossils,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46803,2071460,Agile firefighter,17,0.7058823529411765,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,firefighter,fixed_named_single,2.0,Hero/Warrior,Caregiver/Guardian,Ruler/Leader,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Caregiver/Guardian,Ruler/Leader,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Clear rescue profession,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46808,2093300,Robot Tormod,17,0.7647058823529411,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Robot Tormod,nonhuman_fixed_protagonist,2.0,Creator/Artist,Explorer/Seeker,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Explorer/Seeker,Everyman/Orphan,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Named robot protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46820,2160680,Last Kids on Earth: Hit the Deck!,17,0.9411764705882352,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,kids,fixed_ensemble,2.0,Everyman/Orphan,Hero/Warrior,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Hero/Warrior,Creator/Artist,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Children ensemble protagonists,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46827,2181700,Slime Warrior Sokoban,17,0.9411764705882352,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,slime warrior,nonhuman_fixed_protagonist,2.0,Hero/Warrior,Rebel/Outlaw,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Rebel/Outlaw,Creator/Artist,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Playable slime warrior,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46828,2184650,AbsentedAge 2: Ghostbound,17,1.0,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,ghostbound,fixed_named_single,2.0,Magician/Transformer,Everyman/Orphan,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Magician/Transformer,Everyman/Orphan,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Named supernatural lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46845,2243510,qomp2,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,qomp,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Series protagonist qomp,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46847,2246330,Rescue Team: Magnetic Storm,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Rescue Team,fixed_ensemble,2.0,Caregiver/Guardian,Hero/Warrior,Ruler/Leader,True,False,False,0.0,none,original_primary_valid_12,Caregiver/Guardian,Hero/Warrior,Ruler/Leader,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Team rescue ensemble,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0017-ranks-46801-46850,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46963,2719600,Lorhaven: Cursed War,17,0.7058823529411765,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Lorhaven: Cursed War,strategy_or_systemic_role,2.0,Ruler/Leader,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Ruler/Leader,Hero/Warrior,Shadow/Antihero,2.0,1.0,0.0,2.0,yes,False,False,metadata_inference,pure_strategy_or_systemic_role,Strategy war game with cursed setting,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0020-ranks-46951-47000,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47423,1020980,Match Three Pirates! Heir to Davy Jones,16,0.5,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,player_avatar_weakly_defined,2.0,Rebel/Outlaw,Explorer/Seeker,Jester/Trickster,True,False,False,0.0,none,original_primary_valid_12,Rebel/Outlaw,Explorer/Seeker,Jester/Trickster,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Pirate match puzzle avatar.,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0029-ranks-47401-47450,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47448,1070230,Ethanol in dungeon,16,0.875,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,player_avatar_weakly_defined,2.0,Rebel/Outlaw,Everyman/Orphan,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Shadow/Antihero,Everyman/Orphan,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Dungeon roleplay avatar.,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0029-ranks-47401-47450,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47652,1540830,Conspiracy Girls,16,0.75,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Conspiracy Girls heroine,fixed_named_single,2.0,Sage/Investigator,Explorer/Seeker,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Everyman/Orphan,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,"VN heroine, mystery focus",45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47655,1553740,Cat’s Princess - visual novel / Otome,16,0.875,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,cat princess heroine,fixed_named_single,2.0,Lover,Everyman/Orphan,Innocent,True,False,False,0.0,none,original_primary_valid_12,Lover,Everyman/Orphan,Innocent,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Otome princess protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47663,1566820,Cooking Trip New Challenge,16,0.875,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,cooking traveler,fixed_named_single,2.0,Caregiver/Guardian,Explorer/Seeker,Lover,True,False,False,0.0,none,original_primary_valid_12,Caregiver/Guardian,Explorer/Seeker,Lover,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Cooking trip protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47664,1574200,Lucid: Parables of the Ubermensch,16,1.0,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Lucid narrator,fixed_named_single,2.0,Sage/Investigator,Magician/Transformer,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Magician/Transformer,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Philosophical narrative,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47665,1575290,Haunting At Cliffhouse,16,0.875,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,haunted investigator,fixed_named_single,2.0,Sage/Investigator,Explorer/Seeker,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Sage/Investigator,Shadow/Antihero,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Haunted house mystery,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47668,1577050,Hijack Overdrive,16,1.0,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,hijacker driver,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Rebel/Outlaw,Hero/Warrior,Shadow/Antihero,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Action hijack theme,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47683,1617020,Alien Planet Explorer,16,0.625,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,alien explorer,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Innocent,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Innocent,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Exploration-focused lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47695,1649870,Bullet Wave,16,0.625,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,bullet wave pilot,fixed_named_single,2.0,Hero/Warrior,Ruler/Leader,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Shadow/Antihero,2.0,1.0,1.0,0.0,yes,False,False,metadata_inference,none,Shooter pilot,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0034-ranks-47651-47700,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
47722,1712120,I'm a cowboy: Western Shooter,16,0.625,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,I'm a cowboy: Western Shooter,fixed_named_single,2.0,Hero/Warrior,Rebel/Outlaw,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Rebel/Outlaw,Shadow/Antihero,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Playable cowboy shooter protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0035-ranks-47701-47750,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
48252,564420,Santa's Special Delivery,15,0.7333333333333333,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,EVE,fixed_named_single,2.0,Everyman/Orphan,Lover,Innocent,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Lover,Innocent,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,"Santa delivery role, simple festive hero",45001-50000,,,steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
48255,568840,GunHero,15,0.8666666666666667,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,HER,fixed_named_single,2.0,Hero/Warrior,Sage/Investigator,Uncertain,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Sage/Investigator,Not applicable,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Shooter hero implied by title,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0046-ranks-48251-48300,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
