appid,llm5_has_clear_main_protagonist,llm5_protagonist_name,llm5_protagonist_type,llm5_protagonist_confidence_0_3,llm5_primary_archetype,llm5_secondary_archetype,llm5_tertiary_archetype,llm5_archetype_confidence_0_3,llm5_archetype_suitability_0_3,llm5_shadow_load_0_3,llm5_player_projection_0_3,llm5_narrative_complexity_0_3,llm5_suggested_include_in_final_corpus,llm5_exclusion_reason,llm5_needs_manual_review,llm5_evidence_basis,llm5_note,llm5_custom_id,llm5_split_label,llm5_model_used
1113560,yes,NieR Replicant ver.1.22474487139...,fixed_named_single,3,Caregiver/Guardian,Hero/Warrior,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Brother seeks cure for Yonah,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
383150,yes,Dead Island Definitive Edition,fixed_ensemble,3,Everyman/Orphan,Hero/Warrior,Shadow/Antihero,2,2,1,2,1,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Selectable immune survivor ensemble,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
213610,yes,Sonic Adventure 2,fixed_ensemble,3,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,2,2,2,1,2,yes,none,False,general_knowledge,Hero and dark character ensemble,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
355840,no,Survarium,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Online shooter no main character,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
226700,no,Infestation: Survivor Stories 2020,no_clear_protagonist,2,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,True,general_knowledge,Survival MMO lacks narrative lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
34030,no,Total War: NAPOLEON – Definitive Edition,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Strategy faction and armies,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1343400,yes,RuneScape,customizable_but_defined,2,Explorer/Seeker,Hero/Warrior,Sage/Investigator,2,2,1,3,3,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,MMO adventurer becomes quest hero,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1468260,no,Leaf Blower Revolution - Idle Game,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Idle progression no protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
71340,yes,Sonic Generations Collection,fixed_dual,3,Hero/Warrior,Explorer/Seeker,Jester/Trickster,2,2,0,1,1,yes,none,False,general_knowledge,Classic and modern Sonic duo,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
63380,yes,Sniper Elite V2,fixed_named_single,3,Hero/Warrior,Sage/Investigator,Shadow/Antihero,2,2,1,1,1,yes,none,False,general_knowledge,Karl Fairburne wartime sniper,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1106840,no,Hydroneer,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Mining sandbox sim avatar,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
247080,yes,Crypt of the NecroDancer,fixed_named_single,3,Explorer/Seeker,Hero/Warrior,Creator/Artist,2,2,0,1,2,yes,none,False,general_knowledge,Cadence descends through musical crypt,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
365450,yes,Hacknet,fixed_role_single,3,Sage/Investigator,Rebel/Outlaw,Explorer/Seeker,3,3,1,3,2,yes,none,False,general_knowledge,Player hacker uncovers Bit mystery,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
589290,no,Holdfast: Nations At War,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer historical battle roles,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
916440,no,Anno 1800,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,City and trade empire management,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
7940,yes,Soap/Jackson/Price,fixed_ensemble,2,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,2,2,1,2,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Rotating military campaign protagonists,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
209650,yes,Jack Mitchell,fixed_named_single,3,Hero/Warrior,Rebel/Outlaw,Everyman/Orphan,3,3,1,2,2,yes,none,False,general_knowledge,Soldier turns against corrupt power,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1149620,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,3,0,no,simulator_or_management,False,general_knowledge,Business management simulator,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
447020,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,3,0,no,simulator_or_management,False,general_knowledge,Farm operation simulator,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
42680,yes,Frost/Yuri/Price,fixed_ensemble,2,Hero/Warrior,Caregiver/Guardian,Shadow/Antihero,2,2,1,2,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiple soldier viewpoints,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
2280,yes,Doomguy,silent_fixed_protagonist,3,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,3,3,2,2,1,yes,none,False,general_knowledge,Silent demon-slaying marine,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
34330,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Clan and campaign command,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
993090,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,insufficient_information,False,general_knowledge,"Software utility, not narrative game",steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
2531310,yes,Ellie/Abby,fixed_dual,3,Shadow/Antihero,Rebel/Outlaw,Lover,3,3,3,1,3,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Dual revenge-trauma protagonists,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
583950,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,no_clear_protagonist,False,general_knowledge,Competitive card game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1549970,yes,Colonial Marine,player_avatar_weakly_defined,2,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,2,1,0,3,1,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Custom marine in squad shooter,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
221640,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,Abstract action game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
736220,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer WWII roles only,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
291650,yes,The Watcher,customizable_but_defined,3,Explorer/Seeker,Sage/Investigator,Hero/Warrior,3,3,1,3,3,yes,none,False,general_knowledge,Custom soul-seeking Watcher,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1171690,uncertain,Wayfinder,uncertain,1,Uncertain,Uncertain,Uncertain,1,1,1,2,1,maybe,unknown_game,True,uncertain,Online hero identity unclear,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1062520,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,3,0,no,simulator_or_management,False,general_knowledge,Life and town-building sim,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
729040,yes,Vault Hunters,fixed_ensemble,3,Rebel/Outlaw,Hero/Warrior,Shadow/Antihero,2,2,2,2,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Selectable ensemble of mercenary hunters,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1237320,yes,Sonic,nonhuman_fixed_protagonist,3,Hero/Warrior,Explorer/Seeker,Jester/Trickster,3,3,0,1,2,yes,none,False,general_knowledge,Iconic heroic explorer hedgehog,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
365360,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,1,2,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Mercenary company management,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
208580,yes,Jedi Exile,customizable_but_defined,3,Explorer/Seeker,Shadow/Antihero,Sage/Investigator,3,3,2,3,3,yes,none,False,general_knowledge,Exiled Jedi seeks identity and truth,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1583320,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,sports_or_racing,False,metadata_inference,Online soccer role,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
19680,yes,Alice Liddell,fixed_named_single,3,Shadow/Antihero,Explorer/Seeker,Magician/Transformer,3,3,3,1,3,yes,none,False,general_knowledge,Traumatized Alice traverses Wonderland,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
903950,no,,player_avatar_weakly_defined,2,Not applicable,Not applicable,Not applicable,2,0,1,3,0,no,no_clear_protagonist,False,general_knowledge,Survival MMO avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
682990,yes,Eddie,fixed_named_single,3,Rebel/Outlaw,Shadow/Antihero,Everyman/Orphan,3,3,3,2,2,yes,none,False,general_knowledge,Criminal antihero dealer,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1056640,yes,ARKS operative,customizable_but_defined,2,Hero/Warrior,Explorer/Seeker,Magician/Transformer,2,2,0,3,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Custom sci-fi MMO hero,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1989270,yes,The Long Quiet,fixed_role_single,3,Magician/Transformer,Lover,Shadow/Antihero,3,3,2,2,3,yes,none,False,general_knowledge,Metaphysical choice-bound protagonist,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1263850,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,sports_or_racing,False,general_knowledge,Football club management role,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
221680,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,insufficient_information,False,general_knowledge,Music learning software,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
392160,no,,player_avatar_weakly_defined,2,Not applicable,Not applicable,Not applicable,2,0,0,3,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Open-ended space sandbox,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
316010,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,no_clear_protagonist,False,general_knowledge,Digital card battles,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
400750,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,pure_strategy_or_systemic_role,False,general_knowledge,WWII tactical command game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
32440,yes,Star Wars heroes,fixed_ensemble,3,Hero/Warrior,Rebel/Outlaw,Caregiver/Guardian,2,2,1,1,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Saga-spanning playable ensemble,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
977400,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Evolution clicker system,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
99900,yes,Spiral Knight,player_avatar_weakly_defined,2,Hero/Warrior,Explorer/Seeker,Caregiver/Guardian,2,1,0,3,1,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Custom knight in MMO adventure,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
211500,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,sports_or_racing,False,metadata_inference,Racing simulation,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
11020,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,sports_or_racing,False,general_knowledge,Time-trial racing game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1262540,yes,Street racer,player_avatar_weakly_defined,2,Rebel/Outlaw,Explorer/Seeker,Everyman/Orphan,2,1,1,3,1,maybe,sports_or_racing,False,general_knowledge,Silent street-racing avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
434650,yes,Treasure hunter,fixed_role_single,2,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,2,1,1,2,1,maybe,none,False,general_knowledge,Generic castle-raiding adventurer,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
494840,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,1,2,1,no,simulator_or_management,False,general_knowledge,Submarine crew command simulator,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
519860,yes,DuskDude,silent_fixed_protagonist,3,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,3,3,2,2,1,yes,none,False,general_knowledge,Silent cult-fighting shooter hero,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1372880,no,,player_avatar_weakly_defined,2,Not applicable,Not applicable,Not applicable,2,0,1,3,0,no,unknown_game,True,uncertain,Defunct survival MMO avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1240210,yes,User,fixed_role_single,2,Jester/Trickster,Explorer/Seeker,Creator/Artist,2,2,0,3,2,maybe,other,True,general_knowledge,Meta player-character interaction,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
285920,no,,player_avatar_weakly_defined,2,Not applicable,Not applicable,Not applicable,2,0,0,3,0,no,simulator_or_management,False,general_knowledge,Vehicle-building sandbox avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1599600,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,simulator_or_management,False,general_knowledge,Restaurant management roguelite,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
1097840,yes,Kait Diaz,fixed_named_single,3,Hero/Warrior,Explorer/Seeker,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Soldier investigates dangerous heritage,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
239160,yes,Garrett,fixed_named_single,3,Rebel/Outlaw,Shadow/Antihero,Sage/Investigator,3,3,3,1,2,yes,none,False,general_knowledge,Master thief antihero,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
302670,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Tactical military command,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
323850,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,no_clear_protagonist,False,general_knowledge,Party arena game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
788100,yes,Grim Squad,fixed_ensemble,2,Rebel/Outlaw,Hero/Warrior,Shadow/Antihero,2,1,2,2,1,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Selectable underworld agents,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
48190,yes,Ezio Auditore,fixed_named_single,3,Rebel/Outlaw,Hero/Warrior,Ruler/Leader,3,3,1,1,3,yes,none,False,general_knowledge,Assassin becomes Brotherhood leader,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55,gpt-5.5
250600,yes,the fly,nonhuman_fixed_protagonist,3,Explorer/Seeker,Innocent,Not applicable,2,2,0,1,1,yes,none,False,general_knowledge,Short symbolic fly journey.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
2252570,no,,sports_or_racing_role,0,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,sports_or_racing,False,general_knowledge,Football club management sim.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
2515020,yes,Clive Rosfield,fixed_named_single,3,Hero/Warrior,Shadow/Antihero,Lover,3,3,2,1,3,yes,none,False,general_knowledge,Named revenge-driven fantasy hero.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
955900,no,,simulator_or_management_role,0,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Cultivation sect management sandbox.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
979690,yes,the Indent,customizable_but_defined,2,Everyman/Orphan,Rebel/Outlaw,Hero/Warrior,2,2,1,3,2,yes,none,False,general_knowledge,Custom indent fights corporate arcology.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
297000,no,,strategy_or_systemic_role,0,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Faction strategy with many heroes.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
2141730,no,,player_avatar_weakly_defined,0,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,multiplayer_only_or_no_story_focus,False,metadata_inference,Anonymous co-op escape avatars.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
1262560,no,,sports_or_racing_role,0,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,sports_or_racing,False,general_knowledge,"Racing game role, no protagonist.",steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
2420110,yes,Aloy,fixed_named_single,3,Hero/Warrior,Explorer/Seeker,Caregiver/Guardian,3,3,0,1,3,yes,none,False,general_knowledge,Named seeker-protector heroine.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
882100,yes,Chimera Squad agents,fixed_ensemble,2,Hero/Warrior,Caregiver/Guardian,Sage/Investigator,2,2,1,1,2,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Tactical ensemble of named agents.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
1681430,yes,Alex Murphy / RoboCop,fixed_named_single,3,Hero/Warrior,Caregiver/Guardian,Shadow/Antihero,3,3,2,1,2,yes,none,False,general_knowledge,Cyborg lawman protects Detroit.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
816020,yes,created Jump Force avatar,customizable_but_defined,2,Hero/Warrior,Explorer/Seeker,Not applicable,2,1,0,3,1,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Created avatar joins crossover heroes.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
332800,yes,Jeremy Fitzgerald,fixed_named_single,2,Everyman/Orphan,Sage/Investigator,Not applicable,2,2,1,2,2,yes,none,False,general_knowledge,Named night guard survives animatronics.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
841370,no,,sports_or_racing_role,0,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,sports_or_racing,False,general_knowledge,Basketball sports title.,steam-v005-top1000-55-chunk-00019-ranks-901-950,top1000_55,gpt-5.5
